pid,fms_id,current_phase,current_phase_norm,agency_project_name,forecast_completion,job_open_for_charges
5611,SEK200387,Construction Procurement,construction procurement,"Installation of tide gate on 9’6” x 5’ sewer at Ave K. -Canarsie, Brooklyn",2027-11-29T00:00:00.000,true
5612,SER002324,(On-hold),on-hold,"SANITARY SEWERS IN CAMDEN AVENUE, SI",2028-09-30T00:00:00.000,true
5613,TLCWOOD1,Design,design,Electrical Service for EVC and Building,2029-07-06T00:00:00.000,true
5721,HWCB26KR,Construction Procurement,construction procurement,FY26 Curb contract - Brooklyn &  Staten Island,2027-06-14T00:00:00.000,true
5722,HWKNUAV,Design,design,New Utrecht Ave Safety Improvements and Roadway Repair,2029-11-04T00:00:00.000,true
5723,HWP22KQC,Design,design,FY24 Non-Standard Pedestrian Ramp Installations - Brooklyn and Queens,2029-08-15T00:00:00.000,true
5724,HWPLZ020M,Design,design,Flatiron Plaza Reconstruction,2030-08-02T00:00:00.000,true
5724,MED644,Design,design,Flatiron Plaza Reconstruction,2030-08-02T00:00:00.000,true
5725,HWPR25KQ,Construction Procurement,construction procurement,HWPR25 Series Standard Ped Ramp Upgrades - Brooklyn and Queens,2028-08-08T00:00:00.000,true
5726,HWPR25KR,Construction Procurement,construction procurement,HWPR25 Series Standard Ped Ramp Upgrades,2028-08-09T00:00:00.000,true
5727,HWPR25Q1,Construction Procurement,construction procurement,HWPR25 Series Standard Ped Ramp Upgrades,2028-08-22T00:00:00.000,true
5728,LN21LBHVA,Design,design,Andrew Heiskill HVAC Replacement,2029-07-15T00:00:00.000,true
5729,PO79BMAHQ,Close-out,close-out,One Police Plaza Paving and Landscaping,2025-06-30T00:00:00.000,true
5730,PV279ACON,Design,design,NYCC - NY City Center Chiller Replacement,2028-04-07T00:00:00.000,true
5731,PW77207RF,Design,design,1932 ARTHUR AVE ENVELOPE STABILIZATION,2029-10-10T00:00:00.000,true
5732,HWQSE877,Design,design,"SE877 - Glendale, Queens – Combined Sewer Installation and Distribution WM Replacement",2031-07-23T00:00:00.000,true
5732,SE877,Design,design,"SE877 - Glendale, Queens – Combined Sewer Installation and Distribution WM Replacement",2031-07-23T00:00:00.000,true
5813,EC-GUN26,Construction Procurement,construction procurement,"Emergency Guniting of Sewers, Citywide",2027-06-30T00:00:00.000,true
5814,EC-LC26,Construction Procurement,construction procurement,"Emergency Sewer Lining Contract, Citywide",2027-06-30T00:00:00.000,true
5815,EC-SEKN26,Construction Procurement,construction procurement,"Reconstruction of existing sewers, North Brooklyn.",2027-08-01T00:00:00.000,true
5816,EC-SEKS26,Construction Procurement,construction procurement,"Reconstruction of existing sewers, South Brooklyn",2027-04-08T00:00:00.000,true
5817,EC-SEQS26,Construction Procurement,construction procurement,"Reconstruction of Existing Sewers, South Queens",2027-03-25T00:00:00.000,true
5818,EC-SER26,Construction Procurement,construction procurement,"Reconstruction of Existing Sewers, the Staten Island",2027-05-18T00:00:00.000,true
5819,EC-SEX26,Construction Procurement,construction procurement,"Reconstruction of Existing Sewers, the Bronx",2027-03-31T00:00:00.000,true
5820,EC-WMC26,Construction Procurement,construction procurement,Citywide Emergency Reconstruction of Water Mains,2027-01-29T00:00:00.000,true
5821,GQ-BBCLST,Design,design,"BB06, Queens, Green Infrastructure",2031-09-17T00:00:00.000,true
5822,HWCB26QXM,Construction Procurement,construction procurement,"FY26 Curb Contract - Queens, Bronx & Manhattan",2027-12-27T00:00:00.000,true
5823,HWKGOWANS,Design,design,Gowanus Pedestrian Improvements,2031-12-01T00:00:00.000,true
5824,HWP23KC,Design,design,"Non-Standard Pedestrian Ramp Program, Brooklyn",2030-02-02T00:00:00.000,true
5825,HWP23KQC,Design,design,"Non-Standard Pedestrian Ramp Program, Brooklyn and Queens",2030-02-04T00:00:00.000,true
5826,HWP23MC2,Design,design,"Non-Standard Pedestrian Ramp Program, Manhattan",2029-12-25T00:00:00.000,true
5827,HWPLZ016M,Design,design,"Hamilton Heights, Manhattan, Plaza",2029-12-05T00:00:00.000,true
5827,MED690,Design,design,"Hamilton Heights, Manhattan, Plaza",2029-12-05T00:00:00.000,true
5829,HWR703,Design,design,"Bay Street, Staten Island, Security Measures",2030-08-30T00:00:00.000,true
5830,HWS2025K,Construction Procurement,construction procurement,FY25 Prior Notice Sidewalk - Brooklyn,2028-02-24T00:00:00.000,true
5831,HWS2025M,Construction Procurement,construction procurement,FY25 Prior Notice Sidewalk - Manhattan,2028-01-26T00:00:00.000,true
5832,HWS2025Q,Construction Procurement,construction procurement,FY25 Prior Notice Sidewalk - Queens,2028-06-10T00:00:00.000,true
5833,HWS2025R,Construction Procurement,construction procurement,FY25 Prior Notice Sidewalk - Staten Island,2028-03-18T00:00:00.000,true
5834,MURPHCOMF,(Design Built),design built,PARKS New Murphy Brothers Playground Public Restroom,,true
5835,P-303ERPR,(Design Built),design built,PARKS New East River Park Public Restroom,,true
5836,PWQMAHVAC,Construction Procurement,construction procurement,"DCAS System Upgrade at the Maspeth Town Hall, HVAC",2028-05-24T00:00:00.000,true
5837,HWR005B2,Design,design,"Todt Hill Road, Staten Island, New Storm Sewer",2029-08-09T00:00:00.000,true
5837,SER200285,Design,design,"Todt Hill Road, Staten Island, New Storm Sewer",2029-08-09T00:00:00.000,true
7097,GQBB034,Design,design,"BB034, Queens, Green Infrastructure",2031-10-15T00:00:00.000,true
7098,GQBB28-29,Design,design,"BB028 and BB029, Queens, Green Infrastructure",2033-04-15T00:00:00.000,true
7099,HWP23KRC,Design,design,"Non-Standard Pedestrian Ramp Program, Staten Island",2030-09-09T00:00:00.000,true
7100,HWP23XC,Design,design,"Non-Standard Pedestrian Ramp Program, Bronx, Queens",2030-11-29T00:00:00.000,true
7101,HWS2025X,Construction Procurement,construction procurement,FY25 Prior Notice Sidewalk - Bronx,2028-02-19T00:00:00.000,true
7102,P-4FTTOTE,Design,design,"PARKS Renovation of Center for the Women of New York, Second Floor",2029-02-26T00:00:00.000,true
7103,PW357VAUL,Design,design,DCAS Renovation of the Home Life Building Vault,2030-05-02T00:00:00.000,true
7104,SETVDDC18,Construction Procurement,construction procurement,CLEANING AND TELEVISING OF SEWERS BY DDC,2027-12-27T00:00:00.000,true
7105,EC-SEC26,(Completed),completed,Citywide Emergency Reconstruction of Sewers,2026-11-26T00:00:00.000,false
7106,EC-SEQN26,(Completed),completed,"Reconstruction of Existing Sewers, North Queens",2027-02-14T00:00:00.000,false
7107,HWPR25MQX,Construction Procurement,construction procurement,HWPR25 Series Standard Ped Ramp Upgrades,2028-08-08T00:00:00.000,true
7108,SELCDDC12,Construction,construction,"Sewer Lining Contract, Citywide.",2027-11-27T00:00:00.000,true
7109,BED838,Design,design,Distribution water main work in Prospect Park West,2029-10-25T00:00:00.000,true
7110,HWP23QC1,Design,design,HWP23 Series Non-Standard Ped Ramp Installs and Upgrades,2030-03-12T00:00:00.000,true
7111,HWP23QC2,Design,design,HWP23 Series Non-Standard Ped Ramp Installs and Upgrades,2030-02-19T00:00:00.000,true
7112,HWP23MXC,Design,design,"Non-Standard Pedestrian Ramp Program, Bronx, Queens",2029-08-15T00:00:00.000,true
7113,CK26W02BS,Design,design,"Brownsville Cloudburst Hub, Brooklyn, Green Infrastructure",2030-12-09T00:00:00.000,true
7114,HWHARPERG,Design,design,Emergency declaration project for the rehabilitation of the NYCDOT Harper St Maintenance Garage,2027-10-12T00:00:00.000,true
7115,HWP23MC1,Design,design,"Non-Standard Pedestrian Ramp Program, Manhattan",2030-01-03T00:00:00.000,true
7116,HWP23MQC,Design,design,"Non-Standard Pedestrian Ramp Program, Manhattan",2030-01-04T00:00:00.000,true
7117,HWPLZ006X,Design,design,"Westchester Square, Bronx, Plaza",2031-06-30T00:00:00.000,true
7118,HWQ1210,Design,design,Jamaica Avenue Safety and Pedestrian Improvements,2030-11-19T00:00:00.000,true
7119,PW80DYCD2,Construction,construction,2 Lafayette St. Fire Alarm,2026-09-30T00:00:00.000,true
7309,HED586,Design,design,"Distribution Water main replacement on Edward L. Grant Highway, Cross Bronx Expressway, Sedgewick  Avenue, Delafield Avenue, and other locations.",2030-06-04T00:00:00.000,true
7310,HWK2048A,Design,design,"Jamaica Bay Greenway, Queens, Roadway Reconstruction",2031-03-17T00:00:00.000,true
7311,HWP24KC,Design,design,"Non-Standard Pedestrian Ramp Program, Brooklyn",2030-11-04T00:00:00.000,true
7312,HWP24KQC,Design,design,HWP24 Series Non-Standard Ped Ramp Installs and Upgrades,2030-09-13T00:00:00.000,true
7313,HWP24KRC,Design,design,"Non-Standard Pedestrian Ramp Program, Staten Island",2030-10-11T00:00:00.000,true
7314,HWP24MC1,Design,design,HWP24 Series Non-Standard Ped Ramp Installs and Upgrades - Manhattan,2030-09-03T00:00:00.000,true
7315,HWP24MC2,Design,design,"Non-Standard Pedestrian Ramp Program, Manhattan",2030-09-12T00:00:00.000,true
7316,HWP24MC3,Design,design,HWP24 Series Non-Standard Ped Ramp Installs and Upgrades - Manhattan,2030-09-10T00:00:00.000,true
7317,HWP24MXC,Design,design,"Non-Standard Pedestrian Ramp Program, Bronx, Queens",2030-09-27T00:00:00.000,true
7318,HWP24XC,Design,design,"Non-Standard Pedestrian Ramp Program, Bronx, Queens",2031-07-21T00:00:00.000,true
7319,HWPLZ018M,Design,design,Quisqueya Plaza Reconstruction,2030-12-06T00:00:00.000,true
7321,HWS2026K,Design,design,FY26 Prior Notice Sidewalk - Brooklyn,2029-02-23T00:00:00.000,true
7322,HWS2026M,Construction Procurement,construction procurement,FY26 Prior Notice Sidewalk Contract - Manhattan,2029-01-16T00:00:00.000,true
7323,HWS2026R,Design,design,FY2026 Prior Notice Sidewalk contract - Staten Island,2028-12-27T00:00:00.000,true
7324,HWSRT200F,Design,design,"Southern Blvd, Bus Stops Under the El",2031-09-24T00:00:00.000,true
7325,HWX413,Design,design,"Hunts Point Avenue from Garrison Avenue to East Bay Avenue, Bronx, Intersection Improvements",2031-04-30T00:00:00.000,true
7326,HWX414,Design,design,This transformative capital project will reconstruct the southernmost portion of the Grand Concourse into a world-class Great Street that provides safe and comfortable transport for all modes and all users.,2032-03-03T00:00:00.000,true
7327,LBK22BRHC,Design,design,"Bay Ridge Library HVAC Replacement, BMS, Fire Safety",2030-01-15T00:00:00.000,true
7328,LQFH-ADA,Design,design,QPL Renovation of Forest Hills Library,2029-03-25T00:00:00.000,true
7329,LQNFP-ADA,Design,design,QPL Renovation of North Forest Park Library,2029-12-05T00:00:00.000,true
7330,LQRH-RENO,Design,design,Richmond Hill Community Library Renovation,2030-09-02T00:00:00.000,true
7331,P-108KHC1,Design,design,Kingsbridge Heights Community Center,2029-12-14T00:00:00.000,true
7332,PW316EL,Design,design,"DCAS System Upgrade at the Sun Building Vault, MEP",2030-06-10T00:00:00.000,true
7333,RED393,Design,design,Distribution water main work in Hylan Boulevard between Arbutus Avenue and Hales Avenue and other locations in Staten Island,2031-01-30T00:00:00.000,true
7440,EC-SEH27,(Initiation),initiation,"Emergency Reconstruction of Sewers, Bronx",,true
7441,EC-SEQN27,(Initiation),initiation,"Reconstruction of Existing Sewers, North Queens",,true
7444,HWX407,(Initiation),initiation,"this capital project will be adding sidewalk extensions, constructing raised bike lanes, planting street trees, and reconfiguring the complex bowtie intersection formed by 3rd Ave, Lincoln Ave, and Morris Ave",2034-07-19T00:00:00.000,true
7445,HED603,(Initiation),initiation,"East 135th Street to East 147th Street, Willis Avenue, Bronx, Bike Lane",2030-07-16T00:00:00.000,true
7445,HWX409,Design,design,"East 135th Street to East 147th Street, Willis Avenue, Bronx, Bike Lane",2030-07-16T00:00:00.000,true
7446,SEBLMX25,Design,design,"Bronx and Manhattan, Combined Sewers",2030-04-25T00:00:00.000,true
7447,EC-GUN27,(Design),design,"Emergency Guniting of Sewers, Citywide",,true
7448,EC-LC27,(Design),design,"Emergency Sewer Lining Contract, Citywide",,true
7449,EC-SEC27,Construction Procurement,construction procurement,Citywide Emergency Reconstruction of Sewers,2027-11-26T00:00:00.000,true
7450,EC-SEKN27,(Initiation),initiation,"Reconstruction of Existing Sewers, North Brooklyn",,true
7451,EC-SEKS27,(Design),design,"Reconstruction of existing sewers, South Brooklyn",,true
7452,EC-SEQS27,Construction Procurement,construction procurement,"Reconstruction of Existing Sewers, South Queens",2028-03-25T00:00:00.000,true
7453,EC-SER27,(Design),design,"Reconstruction of Existing Sewers, Staten Island",,true
7454,EC-WMC27,Construction Procurement,construction procurement,Citywide Emergency Reconstruction of Water Mains,2028-01-29T00:00:00.000,true
7455,HWCB27KR,(Design),design,FY27 Curb contract - Brooklyn & Staten Island,,true
7456,HWCB27QXM,(Design),design,"FY27 Curb contract -Queens, Bronx & Manhattan",,true
7457,HWPR26MTA,(Design),design,Pedestrian Ramp Upgrades and Installations at MTA Locations,,true
7459,HWS2026Q,Design,design,FY26 Prior Notice Sidewalk contract - Queens,2029-02-10T00:00:00.000,true
7460,SER200319,(Initiation),initiation,New Storm Sewers in South Gannon Av as well as both Storm and Sanitary Sewers in other locations listed on page 4 of CPI.,,true
7461,CO295FIRE,Design,design,"DCAS System Upgrade at Bronx Housing Court, Fire Alarm",2029-08-17T00:00:00.000,true
7462,HWBUSPAD7,(Initiation),initiation,"The project will install, expand and/or replace reinforced concrete Bus Pads Citywide. It is a standard contract and does not include any relocation of major city infrastructure or utilities.",,true
7463,LQSARENOV,Design,design,QPL Renovation of Saint Albans Library,2030-01-16T00:00:00.000,true
7464,PV176CES2,(Initiation),initiation,"DCLA System Upgrade at Bronx Zoo, MEP",,true
7465,PV341SIPA,(Initiation),initiation,Campus-Wide Security Improvements,,true
7466,SECUREDET,(Design),design,New housing for the Crossroad Juvenile Center.,,true
7467,HWMM100,Design,design,Capital reconstruction of an existing concrete triangle at Canal/Baxter/Walker Street,2030-05-07T00:00:00.000,true
7468,HWP24QC1,(Initiation),initiation,HWP24 Series Non-Standard Ped Ramp Installs and Upgrades,,true
7469,HWP24QC2,(Initiation),initiation,HWP24 Series Non-Standard Ped Ramp Installs and Upgrades,,true
,138BRIDGE,(Partner-managed),partner-managed,"Dist WM in E 138 St Bridge btwn Exterior St & Gerard Ave, BX",,true
,179PSEGEN,(Pre-Design),pre-design,INSTALLATION OF EMERGENCY GENERATORS 179TH PUMPING STATION,,true
,179PSVFD,(Pre-Design),pre-design,Install of Variable Frequency Drives - 179th St Pump Station,,true
,2025-MVHP,(Pending),pending,MARINE VESSEL HUNTS POINT RECONSTRUCTION AND REPAIR,,true
,26-STAB13,(Completed),completed,26th Ward - Emergency Generators,,false
,ACEDEP251,(Job Order Contract),job order contract,Fugitive Emissions Abatement at 14 WWRFs,,true
,ACEDEP261,(Pre-Design),pre-design,Electrification of Steam Sterlizers at Kingston Labs - Kings,,true
,ACEDEP502,(Completed),completed,DEP - WARDS ISLAND SHAFT MIXERS,,false
,ACEDEP601,(Completed),completed,DEP - LED LIGHTING AT CATSKILL DELAWARE UV FACILITY,,false
,AIR-MON1,(Pending),pending,Air Monitoring Analysis,,true
,AIR-MON2,(Holding Code),holding code,Air Monitoring Analysis,,true
,ASB-REM,(Holding Code),holding code,Asbestos Removal,,true
,BB-59,(Completed),completed,BOWERY BAY WPCP UPGRADE PHASE III,,false
,BED-834,(Partner-managed),partner-managed,"Dist WM work in Nostrand Ave from Dean St to Prospect Pl, BK",,true
,BEDC-JOCS,(Job Order Contract),job order contract,JOB ORDER CONTRACTING WORK TO SUPPLEMENT BEDC CAPITAL CONSTR,,true
,BOSTONBRG,(Partner-managed),partner-managed,Upgrade Dist WM on Boston Rd btwn E 176 St & Cross BX Exprwy,,true
,BWSJOCG26,(Job Order Contract),job order contract,BWS Job Order Contract General Construction - Upstate NY,,true
,BWSJOCH26,(Job Order Contract),job order contract,BWS Job Order Contract - HVAC,,true
,BWSJOCI24,(Job Order Contract),job order contract,Facilities Improvement Program - In City JOC,,true
,CAT-367,(Pre-Design),pre-design,Design Build Reconstruction of Roads at Ashokan Reservoir,,true
,CAT-390,(Pre-Design),pre-design,Schoharie Reservoir road improvement- NYS Rt. 990V,,true
,CAT-508,(Pre-Design),pre-design,Design Build DR-30 Culvert Repair & Embankment Stabilization,,true
,CAT-528,(Pre-Design),pre-design,Rehabilitation of the Catskill Connection/Pressure Chambers,,true
,CAT-OPTIM,(Completed),completed,To Increase the Capacity of Upper Catskill Aqueduct,,false
,CFP-PMCS,(Pre-Design),pre-design,Croton Filtration Process Monitoring & Control System,,true
,CI-124,(Pre-Design),pre-design,RECONSTRUCTION OF HEATING SYSTEM AT CONEY ISLAND WPCP,,true
,CK26W03HL,(Partner-managed),partner-managed,CLOUDBURST HUB - EAST NY HENDRIX / LINDEN,,true
,CLBRSTROW,(Holding Code),holding code,CONSTRUCTION OF RIGHT-OF-WAY CLOUDBURST NEIGHBORHOODS,,true
,CONISPH04,(Pending),pending,,,true
,CQBB15COR,(Partner-managed),partner-managed,CLOUDBURST HUB - CORONA,,true
,CQJA11CMO,(Partner-managed),partner-managed,CLOUDBURST HUB - MONTEBELLIER,,true
,CRO-410,(Pre-Design),pre-design,NEW CROTON LAKE GATE HOUSE HVAC REHABILITATION,,true
,CRO-559,(Pre-Design),pre-design,MAHOPAC   WTP Upgrades,,true
,CRO-589,(Pre-Design),pre-design,EASTVIEW MAINTENANCE SHOP,,true
,CRO-604,(Pre-Design),pre-design,Croton Filtration Optimization,,true
,CRO-607,(Pre-Design),pre-design,Shaft 17 Elevator Replacement,,true
,CRO-M&A,(Holding Code),holding code,MITIGATION AND AMENITIES FOR WTP,,true
,CS-AC-OAK,(Pre-Design),pre-design,ALLEY CREEK LONG TERM CONTROL PLAN - OAKLAND LAKE,,true
,CS-JB-FRE,(Partner-managed),partner-managed,JB Wetlands Restoration - Fresh Creek,,true
,CS-JB-MUS,(Pre-Design),pre-design,Installation of ribbed mussels in Bergen and Thurston Basins,,true
,CSO-CW-RG,(Partner-managed),partner-managed,CWOW CSO LTCP Regulator Optimization Program,,true
,CSO-GC,(Completed),completed,FLUSHING TUNNEL REACTIVATION & GOWANUS CANAL FORCE MAIN,,false
,CSO-GC-SP,(Completed),completed,CONSTRUCTION OF GOWANUS CANAL PILOT SPONGE PARK,,false
,CSO-HS-DS,(Partner-managed),partner-managed,CWOW Port Richmond Gravity Diversion for Hannah Street PS,,true
,CXHP08PAR,(Partner-managed),partner-managed,CLOUDBURST HUB - PARKCHESTER,,true
,DEL-428,(Completed),completed,EDTO VALVE,,false
,DEL-464,(Pre-Design),pre-design,EDTO Emergency Stilling Chamber Reconstruction,,true
,EP-BASEHC,(Pre-Design),pre-design,Agency Proposed Projects for Project Type EP,,true
,FACIL-DEP,(Pre-Design),pre-design,DEP FACILITIES MANAGEMENT CITYWIDE,,true
